age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary,roledepartament,remotework,veterania
27,no,travel_rarely,,1.0,2,life sciences,341,3,Female,3,3,manufacturing director,1,married,1,no,11,"3,0",4,part time,0,9.0,3,3,9,0,7,100071.84,,no,-= de 10 años
32,no,travel_rarely,,3.0,2,life sciences,342,3,Female,3,3,research director,4,single,3,no,15,"3,0",4,full time,0,10.0,6,3,7,7,7,111590.0,,no,-= de 10 años
47,no,travel_rarely,,8.89240506329114,4,marketing,343,4,Male,3,2,sales executive,1,single,2,no,12,"3,0",4,part time,0,20.0,2,3,7,1,7,65245.87531343283,,no,-= de 10 años
27,no,travel_frequently,,10.0,2,,344,4,Male,3,3,manufacturing director,1,married,1,no,21,"4,0",3,part time,2,9.0,4,2,9,1,7,87930.0,,yes,-= de 10 años
41,no,travel_rarely,,1.0,3,,345,4,Male,2,5,manager,3,married,1,no,12,"3,0",2,full time,1,22.0,3,3,22,2,10,191890.0,,no,+ de 10 años
28,yes,travel_rarely,research & development,8.89240506329114,2,,346,3,Female,1,1,research scientist,2,married,7,yes,13,"3,0",4,part time,0,10.0,4,3,7,3,7,22160.0,research scientist  -  research & development,yes,-= de 10 años
36,no,travel_rarely,research & development,8.0,3,,347,1,Female,4,3,research director,1,married,9,no,14,"3,0",1,full time,1,10.0,2,3,8,0,5,117130.0,research director  -  research & development,no,-= de 10 años
30,no,travel_rarely,,27.0,5,marketing,348,3,Male,3,2,sales executive,4,divorced,7,no,23,"3,0",4,part time,1,10.0,2,2,8,7,7,53040.0,,no,-= de 10 años
56,no,travel_rarely,,9.0,3,,349,3,Male,3,4,healthcare representative,4,married,7,no,11,"3,0",3,full time,0,30.0,1,2,10,1,1,111030.0,,no,-= de 10 años
45,no,travel_rarely,,2.0,2,,350,2,Male,1,2,sales representative,3,single,0,no,13,"3,0",1,full time,0,9.0,3,3,8,3,1,66320.0,,yes,-= de 10 años
36,no,non-travel,,8.0,4,,351,1,Male,2,3,sales executive,1,single,1,no,15,"3,0",2,part time,0,10.0,1,3,10,0,9,75870.0,,no,-= de 10 años
29,no,travel_rarely,,27.0,3,medical,352,2,Female,3,2,healthcare representative,3,married,4,no,12,"3,0",1,part time,1,11.0,3,2,8,1,1,43350.0,,yes,-= de 10 años
38,no,travel_rarely,,2.0,4,life sciences,353,1,Female,4,2,manufacturing director,1,single,6,no,12,"3,0",4,full time,0,17.0,2,3,15,4,12,59800.0,,no,+ de 10 años
40,no,travel_rarely,,8.89240506329114,2,medical,354,1,Female,4,2,healthcare representative,2,married,1,no,24,"4,0",4,part time,1,8.0,2,3,8,3,7,65245.87531343283,,yes,-= de 10 años
42,no,travel_frequently,,8.0,3,,355,2,Male,3,5,manager,4,married,1,no,13,"3,0",2,part time,1,24.0,4,2,24,14,9,65245.87531343283,,yes,+ de 10 años
36,no,travel_rarely,,1.0,3,other,356,3,Female,3,2,manufacturing director,2,married,0,no,15,"3,0",1,part time,1,11.318933823529411,2,3,9,0,5,52280.0,,no,-= de 10 años
29,no,travel_rarely,,23.0,2,,357,3,Male,4,1,research scientist,3,married,1,no,24,"4,0",3,part time,1,10.0,3,3,10,0,7,27000.0,,yes,-= de 10 años
55,yes,travel_rarely,,2.0,1,medical,358,3,Male,3,2,sales executive,4,single,4,no,16,"3,0",3,part time,0,11.318933823529411,3,2,9,7,3,53914.11,,no,-= de 10 años
28,no,travel_rarely,sales,2.0,4,,359,2,Female,3,2,sales executive,2,married,1,no,20,"4,0",1,part time,0,8.0,2,3,8,7,5,53914.11,sales executive  -  sales,yes,-= de 10 años
26,yes,travel_rarely,,5.0,2,medical,360,3,Female,2,1,research scientist,3,married,1,no,14,"3,0",1,part time,1,8.0,2,3,8,1,7,23660.0,,yes,-= de 10 años
44,no,travel_rarely,,9.0,2,,361,2,Male,3,1,research scientist,1,married,1,yes,13,"3,0",4,part time,0,8.0,0,3,8,7,1,65245.87531343283,,yes,-= de 10 años
41,yes,travel_rarely,research & development,2.0,4,life sciences,362,2,Female,1,1,laboratory technician,4,divorced,4,yes,13,"3,0",3,part time,1,11.318933823529411,1,2,7,1,0,65245.87531343283,laboratory technician  -  research & development,no,-= de 10 años
31,no,travel_rarely,,7.0,4,,363,2,Male,2,1,sales representative,3,married,3,no,15,"3,0",2,part time,0,11.318933823529411,2,4,7,5,2,23290.0,,no,-= de 10 años
26,no,travel_frequently,sales,8.89240506329114,3,medical,364,2,Male,2,2,sales executive,1,married,1,no,12,"3,0",2,part time,0,11.318933823529411,2,3,7,0,7,42940.0,sales executive  -  sales,yes,-= de 10 años
31,no,travel_rarely,,12.0,3,medical,365,4,Female,3,2,healthcare representative,4,married,0,no,11,"3,0",3,part time,2,10.0,2,1,9,8,5,53914.11,,no,-= de 10 años
32,no,travel_rarely,,3.0,4,medical,366,3,Female,3,2,manufacturing director,1,married,1,no,12,"3,0",3,full time,1,8.0,2,4,8,6,3,67250.0,,no,-= de 10 años
36,yes,travel_rarely,,3.0,1,life sciences,367,3,Male,2,3,sales executive,4,married,1,no,11,"3,0",1,full time,1,11.318933823529411,6,3,16,3,7,103250.0,,no,+ de 10 años
45,no,non-travel,,8.89240506329114,2,,368,4,Male,3,2,laboratory technician,2,married,1,no,12,"3,0",2,part time,0,11.318933823529411,5,2,9,0,8,44470.0,,yes,-= de 10 años
39,no,travel_rarely,,2.0,5,,369,1,Male,4,3,sales executive,3,single,0,no,18,"3,0",4,part time,0,9.0,3,3,8,0,7,100071.84,,no,-= de 10 años
36,no,non-travel,,8.0,4,technical degree,370,1,Male,3,2,sales executive,4,divorced,4,no,13,"3,0",4,part time,2,12.0,3,3,7,0,7,53914.11,,yes,-= de 10 años
46,no,travel_rarely,,7.0,2,medical,371,4,Male,3,3,manufacturing director,3,married,6,no,13,"3,0",2,full time,1,11.318933823529411,3,3,8,0,7,108450.0,,no,-= de 10 años
54,no,travel_rarely,,17.0,3,technical degree,372,3,Female,3,3,manufacturing director,3,married,8,no,11,"3,0",3,part time,1,22.0,2,3,10,0,8,100071.84,,no,-= de 10 años
30,no,travel_rarely,,8.0,2,,373,2,Female,4,3,research director,1,married,0,yes,12,"3,0",3,part time,3,11.318933823529411,4,2,8,1,7,100071.84,,no,-= de 10 años
26,no,travel_rarely,,2.0,2,medical,374,4,Male,4,2,manufacturing director,4,married,1,no,12,"3,0",2,full time,0,11.318933823529411,2,3,8,1,3,54720.0,,no,-= de 10 años
55,no,travel_frequently,,18.0,4,medical,375,3,Male,3,2,healthcare representative,2,married,3,no,14,"3,0",4,full time,2,11.318933823529411,3,3,8,6,7,63850.0,,yes,-= de 10 años
50,no,non-travel,sales,1.0,3,life sciences,376,4,Female,3,2,sales executive,3,married,0,no,12,"3,0",1,full time,1,11.318933823529411,3,3,18,0,13,63470.0,sales executive  -  sales,no,+ de 10 años
32,no,non-travel,,29.0,4,,377,4,Female,3,1,laboratory technician,3,single,9,no,12,"3,0",2,part time,0,10.0,2,3,8,7,7,28111.13,,yes,-= de 10 años
53,no,travel_frequently,,2.0,3,marketing,378,3,Female,2,3,sales executive,2,married,2,no,12,"3,0",1,part time,1,30.0,2,3,15,6,12,75250.0,,yes,+ de 10 años
40,no,travel_rarely,,26.0,3,,379,3,Male,3,2,sales executive,1,married,1,no,14,"3,0",2,part time,1,8.0,3,2,7,7,5,53914.11,,no,-= de 10 años
55,no,travel_rarely,,2.0,1,,380,3,Male,2,4,manager,1,single,7,no,15,"3,0",2,part time,0,11.318933823529411,3,4,9,6,2,65245.87531343283,,no,-= de 10 años
28,yes,non-travel,,24.0,2,,381,2,Male,2,3,healthcare representative,1,single,1,no,12,"3,0",1,part time,0,10.0,2,2,10,1,9,100071.84,,no,-= de 10 años
28,no,travel_rarely,,10.0,3,other,382,3,Female,3,2,research scientist,3,single,3,no,13,"3,0",4,part time,0,11.318933823529411,4,4,8,1,7,65245.87531343283,,yes,-= de 10 años
35,yes,travel_rarely,,4.0,3,technical degree,383,4,Male,3,3,sales executive,1,married,0,no,22,"4,0",1,part time,0,9.0,2,3,8,4,7,100071.84,,yes,-= de 10 años
33,yes,travel_frequently,research & development,8.89240506329114,4,medical,384,3,Female,2,2,research scientist,3,single,1,no,22,"4,0",2,part time,0,14.0,4,3,13,3,8,53914.11,research scientist  -  research & development,yes,+ de 10 años
25,yes,travel_rarely,research & development,4.0,1,technical degree,385,4,Male,3,1,laboratory technician,4,married,1,no,15,"3,0",2,part time,1,7.0,3,4,7,5,6,28111.13,laboratory technician  -  research & development,yes,-= de 10 años
38,no,travel_rarely,sales,10.0,4,,386,3,Male,2,3,sales executive,3,married,0,yes,14,"3,0",2,part time,2,9.0,2,3,8,2,7,87400.0,sales executive  -  sales,no,-= de 10 años
28,no,travel_rarely,,8.89240506329114,3,,387,1,Female,3,3,manufacturing director,2,married,0,no,17,"3,0",2,part time,3,11.318933823529411,3,2,9,1,7,100071.84,,no,-= de 10 años
43,no,travel_frequently,,27.0,3,life sciences,388,3,Female,3,3,manufacturing director,1,married,8,no,11,"3,0",3,part time,1,18.0,1,3,8,0,1,100071.84,,no,-= de 10 años
39,yes,travel_frequently,research & development,2.0,3,life sciences,389,1,Male,3,4,healthcare representative,4,married,7,no,11,"3,0",4,full time,3,21.0,4,3,18,11,5,153407.07,healthcare representative  -  research & development,no,+ de 10 años
40,no,travel_rarely,,14.0,3,,390,3,Male,2,5,research director,3,married,1,no,14,"3,0",1,full time,0,11.318933823529411,2,3,20,4,9,191324.62,,yes,+ de 10 años
29,no,travel_rarely,,8.0,1,medical,391,2,Male,2,2,manufacturing director,4,married,1,no,15,"3,0",3,part time,1,10.0,2,2,10,1,2,65245.87531343283,,yes,-= de 10 años
40,no,travel_rarely,,8.89240506329114,4,,392,2,Female,3,3,research director,3,married,9,no,17,"3,0",3,full time,0,20.0,3,2,18,2,13,134990.0,,no,+ de 10 años
26,no,travel_rarely,,3.0,4,,393,1,Male,4,1,laboratory technician,4,married,1,no,22,"4,0",2,part time,1,8.0,2,3,8,0,7,28111.13,,no,-= de 10 años
35,no,travel_rarely,,2.0,3,,394,3,Male,2,3,manufacturing director,2,divorced,2,no,18,"3,0",2,part time,1,15.0,2,4,7,6,4,65245.87531343283,,yes,-= de 10 años
53,no,travel_rarely,research & development,7.0,2,medical,395,4,Female,3,5,manager,3,divorced,3,no,18,"3,0",2,full time,1,26.0,6,3,7,4,7,191324.62,manager  -  research & development,no,-= de 10 años
35,no,travel_rarely,,17.0,4,life sciences,396,3,Male,3,2,sales executive,1,married,3,no,15,"3,0",4,part time,3,15.0,2,3,7,1,7,53914.11,,yes,-= de 10 años
33,no,travel_rarely,,25.0,3,medical,397,2,Female,3,2,sales executive,3,married,1,no,12,"3,0",1,part time,1,11.318933823529411,3,2,10,0,1,53914.11,,yes,-= de 10 años
36,no,travel_rarely,research & development,6.0,4,life sciences,398,3,Male,1,1,laboratory technician,3,divorced,1,no,14,"3,0",3,part time,1,11.318933823529411,4,3,7,1,7,28111.13,laboratory technician  -  research & development,yes,-= de 10 años
30,no,travel_rarely,,7.0,4,life sciences,399,3,Male,3,2,laboratory technician,3,divorced,1,no,13,"3,0",1,part time,3,11.318933823529411,4,2,10,8,9,34910.0,,no,-= de 10 años
60,no,travel_rarely,,8.89240506329114,4,,400,2,Male,4,2,sales executive,4,divorced,0,no,18,"3,0",2,part time,1,12.0,3,3,11,1,9,65245.87531343283,,no,+ de 10 años
32,no,travel_rarely,,2.0,2,life sciences,401,4,Female,3,2,research scientist,3,single,4,yes,14,"3,0",4,part time,0,10.0,2,3,8,0,7,53914.11,,no,-= de 10 años
36,no,travel_rarely,,1.0,3,technical degree,402,3,Female,1,3,manufacturing director,1,divorced,2,yes,21,"4,0",3,full time,1,17.0,2,3,7,7,7,102520.0,,yes,-= de 10 años
27,no,travel_rarely,,14.0,3,,403,1,Male,3,1,research scientist,1,married,1,no,14,"3,0",4,part time,2,11.318933823529411,3,2,9,6,8,65245.87531343283,,yes,-= de 10 años
43,no,travel_rarely,research & development,3.0,3,life sciences,404,3,Male,1,5,research director,4,married,3,no,14,"3,0",2,full time,1,11.318933823529411,2,3,8,0,7,197400.0,research director  -  research & development,yes,-= de 10 años
29,no,travel_rarely,,1.0,3,,405,4,Female,2,4,research director,4,divorced,3,no,14,"3,0",2,full time,2,9.0,2,2,7,1,7,153407.07,,no,-= de 10 años
59,no,travel_rarely,,8.89240506329114,4,,406,2,Male,3,3,manufacturing director,4,single,6,no,12,"3,0",4,part time,0,11.318933823529411,6,2,9,5,4,100071.84,,no,-= de 10 años
43,no,travel_rarely,,4.0,4,marketing,407,4,Female,2,3,sales executive,4,single,3,no,14,"3,0",4,part time,0,23.0,3,4,21,15,17,100071.84,,yes,+ de 10 años
44,yes,travel_rarely,,15.0,3,medical,408,1,Female,3,3,healthcare representative,4,married,1,no,11,"3,0",4,part time,1,11.318933823529411,2,3,10,0,5,100071.84,,yes,-= de 10 años
29,yes,travel_rarely,research & development,7.0,3,technical degree,409,2,Female,3,1,laboratory technician,3,divorced,3,yes,13,"3,0",1,part time,2,10.0,2,3,7,7,7,65245.87531343283,laboratory technician  -  research & development,yes,-= de 10 años
32,no,travel_rarely,,8.0,3,,410,3,Male,4,2,sales executive,4,married,1,no,15,"3,0",3,full time,2,11.318933823529411,4,4,10,0,8,62090.0,,no,-= de 10 años
36,no,travel_rarely,,10.0,4,technical degree,411,4,Female,3,3,healthcare representative,3,married,3,no,12,"3,0",1,part time,0,11.318933823529411,0,3,7,1,7,70940.0,,no,-= de 10 años
52,yes,travel_rarely,sales,5.0,3,,412,2,Male,3,3,sales executive,2,single,9,yes,19,"3,0",3,part time,0,11.318933823529411,2,2,8,7,7,100071.84,sales executive  -  sales,yes,-= de 10 años
39,no,travel_rarely,,8.89240506329114,2,,413,1,Male,3,2,manufacturing director,3,single,0,no,11,"3,0",1,part time,0,11.318933823529411,6,3,8,1,7,45340.0,,no,-= de 10 años
34,no,travel_rarely,,9.0,3,,414,4,Male,3,3,healthcare representative,4,married,0,no,11,"3,0",4,part time,1,10.0,0,2,9,1,6,85000.0,,no,-= de 10 años
38,no,travel_rarely,,2.0,2,life sciences,415,2,Female,3,2,sales executive,1,married,3,no,15,"3,0",4,part time,1,11.0,3,3,7,1,7,53914.11,,no,-= de 10 años
36,no,travel_frequently,sales,8.89240506329114,3,marketing,416,1,Female,4,2,sales executive,1,married,2,no,16,"3,0",4,part time,1,11.318933823529411,2,2,15,6,13,46390.0,sales executive  -  sales,yes,+ de 10 años
35,no,travel_rarely,,1.0,3,,417,4,Female,2,2,laboratory technician,4,married,0,no,12,"3,0",2,part time,1,10.0,0,3,9,0,0,53630.0,,no,-= de 10 años
55,yes,travel_rarely,,13.0,4,,418,1,Male,4,4,sales executive,3,married,6,no,17,"3,0",3,full time,0,11.318933823529411,2,2,19,3,8,153407.07,,no,+ de 10 años
34,no,travel_rarely,,29.0,3,,419,2,Male,3,2,laboratory technician,3,married,4,no,13,"3,0",1,part time,2,10.0,1,3,8,7,7,53914.11,,no,-= de 10 años
43,no,travel_rarely,,6.0,3,medical,420,1,Female,2,2,research scientist,3,single,1,yes,14,"3,0",1,part time,0,20.0,3,1,20,1,8,40810.0,,no,+ de 10 años
42,no,travel_rarely,,10.0,3,human resources,421,3,Female,3,4,manager,1,married,0,no,14,"3,0",3,full time,1,21.0,5,3,20,0,9,153407.07,,no,+ de 10 años
26,no,travel_rarely,,7.0,3,,422,3,Male,4,1,laboratory technician,1,single,0,no,12,"3,0",4,full time,0,8.0,2,3,7,0,7,35780.0,,no,-= de 10 años
29,yes,travel_rarely,,14.0,1,other,423,3,Female,3,3,healthcare representative,4,single,0,yes,12,"3,0",1,part time,0,11.318933823529411,1,3,8,7,7,100071.84,,yes,-= de 10 años
54,no,travel_rarely,research & development,1.0,3,,424,4,Female,3,4,research director,4,married,6,no,19,"3,0",4,full time,0,29.0,3,2,20,12,7,173280.0,research director  -  research & development,no,+ de 10 años
55,no,travel_rarely,,1.0,4,,425,2,Male,4,4,research director,4,divorced,2,no,13,"3,0",4,full time,2,31.0,4,4,7,0,0,153407.07,,no,-= de 10 años
40,no,non-travel,,9.0,4,other,426,3,Male,3,2,laboratory technician,3,married,3,no,11,"3,0",3,part time,2,11.0,2,3,8,0,7,53914.11,,yes,-= de 10 años
31,no,travel_rarely,,8.0,2,,427,1,Male,3,3,sales executive,4,divorced,1,no,18,"3,0",1,full time,1,13.0,5,3,13,9,9,107930.0,,no,+ de 10 años
46,yes,travel_rarely,,9.0,3,marketing,428,1,Male,3,3,sales executive,4,divorced,4,no,11,"3,0",1,part time,1,28.0,1,4,7,4,3,65245.87531343283,,yes,-= de 10 años
45,no,travel_rarely,,20.0,3,medical,429,2,Male,1,3,healthcare representative,1,married,2,yes,18,"3,0",2,full time,1,11.318933823529411,2,3,7,0,7,108510.0,,no,-= de 10 años
49,no,travel_rarely,,7.0,4,life sciences,430,3,Male,3,3,healthcare representative,2,divorced,3,no,14,"3,0",2,full time,2,29.0,3,3,8,0,7,104660.0,,no,-= de 10 años
29,no,travel_rarely,,19.0,3,,431,3,Male,2,2,sales executive,3,married,1,no,14,"3,0",3,part time,2,10.0,3,3,10,0,4,53914.11,,yes,-= de 10 años
29,yes,travel_rarely,,1.0,4,technical degree,432,1,Male,2,1,research scientist,1,single,6,no,13,"3,0",3,part time,0,11.318933823529411,2,1,9,0,7,23620.0,,yes,-= de 10 años
29,no,travel_rarely,,8.0,1,other,433,3,Female,1,2,healthcare representative,1,married,3,no,13,"3,0",3,part time,1,9.0,3,3,7,0,7,53914.11,,yes,-= de 10 años
40,no,travel_rarely,human resources,6.0,2,,434,3,Male,3,4,manager,4,single,1,yes,21,"4,0",4,full time,0,21.0,2,3,21,7,7,153407.07,manager  -  human resources,yes,+ de 10 años
48,no,travel_rarely,sales,16.0,4,life sciences,435,3,Female,3,2,sales executive,3,divorced,8,no,14,"3,0",3,full time,1,18.0,2,3,8,7,7,64390.0,sales executive  -  sales,yes,-= de 10 años
53,yes,travel_rarely,,2.0,5,,436,3,Female,2,3,manufacturing director,4,married,0,no,16,"3,0",2,part time,1,11.318933823529411,4,3,33,1,9,100071.84,,yes,+ de 10 años
44,no,travel_rarely,,7.0,3,medical,437,2,Female,3,5,research director,4,married,0,yes,14,"3,0",4,part time,1,11.318933823529411,4,2,22,1,10,191324.62,,no,+ de 10 años
45,no,travel_rarely,,5.0,5,,438,3,Female,1,2,laboratory technician,1,married,1,no,14,"3,0",1,full time,0,10.0,3,3,10,1,4,57690.0,,no,-= de 10 años
45,no,non-travel,,26.0,3,marketing,439,1,Male,2,2,sales executive,1,married,1,no,15,"3,0",1,part time,1,10.0,2,3,10,4,5,65245.87531343283,,no,-= de 10 años
34,no,travel_frequently,,10.0,4,,440,3,Male,4,2,manufacturing director,4,married,1,no,13,"3,0",1,part time,1,9.0,3,3,9,7,2,53914.11,,yes,-= de 10 años
39,no,travel_rarely,research & development,10.0,5,medical,441,2,Male,3,2,manufacturing director,1,married,2,no,13,"3,0",4,part time,3,11.318933823529411,3,3,7,7,7,65245.87531343283,manufacturing director  -  research & development,no,-= de 10 años
27,no,travel_rarely,research & development,8.89240506329114,3,,442,3,Male,2,1,laboratory technician,1,divorced,1,no,11,"3,0",1,full time,2,7.0,3,3,7,0,7,40660.0,laboratory technician  -  research & development,yes,-= de 10 años
45,no,travel_rarely,,2.0,2,,443,4,Female,2,2,manufacturing director,4,divorced,1,no,19,"3,0",1,part time,2,10.0,3,3,10,3,9,65245.87531343283,,yes,-= de 10 años
44,no,travel_rarely,,1.0,5,,444,1,Male,3,2,human resources,4,married,4,yes,11,"3,0",3,part time,0,14.0,3,3,10,0,2,65245.87531343283,,no,-= de 10 años
25,no,travel_rarely,,2.0,1,life sciences,445,4,Male,4,2,manufacturing director,3,divorced,1,no,17,"3,0",3,part time,2,7.0,6,3,7,0,7,52060.0,,no,-= de 10 años
49,no,travel_rarely,,1.0,3,,446,3,Male,3,4,manager,3,single,4,no,14,"3,0",1,full time,0,23.0,2,3,8,0,0,153407.07,,no,-= de 10 años
48,yes,travel_frequently,,7.0,2,,447,4,Female,3,1,sales representative,3,married,2,no,11,"3,0",3,part time,2,19.0,3,3,9,7,7,65245.87531343283,,no,-= de 10 años
26,no,travel_rarely,,7.0,3,medical,448,4,Male,3,1,laboratory technician,4,married,1,no,20,"4,0",3,part time,0,7.0,5,3,7,5,7,25700.0,,yes,-= de 10 años
44,no,travel_rarely,,2.0,3,life sciences,449,3,Female,4,3,healthcare representative,4,married,1,no,19,"3,0",2,part time,1,11.318933823529411,2,3,8,6,7,100071.84,,yes,-= de 10 años
36,no,travel_rarely,,2.0,4,,450,3,Female,3,2,sales representative,4,single,3,no,15,"3,0",3,part time,0,17.0,2,2,13,6,7,45020.0,,yes,+ de 10 años
46,no,travel_rarely,research & development,13.0,4,,451,3,Male,3,2,healthcare representative,2,single,6,no,14,"3,0",4,part time,0,19.0,3,3,10,0,9,53914.11,healthcare representative  -  research & development,no,-= de 10 años
35,no,travel_rarely,,27.0,4,life sciences,452,4,Male,3,2,manufacturing director,3,married,2,no,16,"3,0",2,part time,1,17.0,3,3,7,0,7,53914.11,,yes,-= de 10 años
30,no,travel_frequently,,2.0,4,,453,4,Female,2,1,research scientist,1,married,0,no,16,"3,0",4,part time,0,10.0,2,3,9,0,7,49680.0,,no,-= de 10 años
30,no,travel_rarely,,15.0,2,marketing,454,3,Male,2,3,sales executive,1,married,2,no,11,"3,0",1,part time,1,11.318933823529411,2,3,7,1,7,100071.84,,yes,-= de 10 años
33,no,non-travel,,2.0,3,marketing,455,4,Female,3,2,sales executive,2,married,8,no,15,"3,0",4,part time,0,13.0,2,2,11,1,7,51470.0,,no,+ de 10 años
32,no,travel_rarely,,5.0,4,,456,2,Male,3,1,research scientist,2,single,2,no,14,"3,0",2,part time,0,12.0,3,3,7,0,7,27180.0,,yes,-= de 10 años
43,no,travel_rarely,,2.0,3,life sciences,457,2,Male,3,1,human resources,4,married,0,no,13,"3,0",2,part time,0,11.318933823529411,5,3,9,1,8,65245.87531343283,,no,-= de 10 años
31,no,travel_rarely,,29.0,4,marketing,458,1,Female,2,2,sales executive,4,married,1,no,14,"3,0",1,full time,2,11.318933823529411,3,3,12,5,7,54680.0,,yes,+ de 10 años
35,yes,travel_rarely,,27.0,3,,459,3,Male,3,2,sales executive,4,married,1,no,18,"3,0",4,part time,0,11.318933823529411,2,3,10,7,7,65245.87531343283,,no,-= de 10 años
35,no,non-travel,research & development,2.0,2,medical,460,2,Male,3,2,manufacturing director,4,divorced,2,no,14,"3,0",3,part time,1,15.0,6,3,7,1,7,53914.11,manufacturing director  -  research & development,no,-= de 10 años
30,no,travel_rarely,,10.0,3,medical,461,1,Female,3,3,manufacturing director,3,single,9,no,14,"3,0",2,part time,0,9.0,3,3,7,0,2,96670.0,,no,-= de 10 años
46,yes,travel_rarely,,8.89240506329114,2,medical,462,4,Female,3,2,healthcare representative,2,married,4,no,22,"4,0",4,part time,1,13.0,2,4,9,3,7,65245.87531343283,,no,-= de 10 años
45,no,non-travel,,2.0,4,,463,3,Female,3,2,sales executive,3,married,4,no,22,"4,0",2,part time,2,10.0,3,4,8,5,7,51540.0,,no,-= de 10 años
43,no,travel_frequently,,2.0,4,life sciences,464,1,Male,3,2,sales executive,4,married,1,no,20,"4,0",3,full time,1,7.0,5,3,7,7,7,56750.0,,no,-= de 10 años
46,yes,travel_rarely,,10.0,3,life sciences,465,3,Female,3,3,sales executive,2,married,5,no,21,"4,0",3,part time,3,14.0,2,3,8,0,7,73140.0,,yes,-= de 10 años
40,no,travel_rarely,research & development,1.0,4,,466,1,Male,3,4,manager,1,married,2,no,11,"3,0",1,part time,1,22.0,3,3,19,11,16,65245.87531343283,manager  -  research & development,no,+ de 10 años
27,no,travel_rarely,sales,2.0,2,,467,1,Female,4,2,sales executive,3,single,0,no,14,"3,0",2,part time,0,9.0,5,2,8,0,7,53914.11,sales executive  -  sales,no,-= de 10 años
42,no,travel_rarely,,6.0,3,medical,468,3,Male,3,3,research director,1,married,9,no,13,"3,0",2,part time,1,18.0,3,4,13,5,7,65245.87531343283,,yes,+ de 10 años
26,no,travel_frequently,,6.0,3,other,469,3,Male,4,1,laboratory technician,4,married,0,no,18,"3,0",1,part time,1,8.0,3,3,7,7,7,28111.13,,no,-= de 10 años
28,no,travel_frequently,,1.0,2,life sciences,470,3,Male,2,2,sales executive,4,married,1,no,12,"3,0",3,part time,1,7.0,2,3,7,0,7,53914.11,,no,-= de 10 años
47,no,travel_rarely,,14.0,4,,471,3,Male,3,2,research scientist,2,married,8,no,18,"3,0",3,part time,1,11.318933823529411,4,4,8,1,7,53914.11,,no,-= de 10 años
34,no,travel_rarely,,13.0,4,medical,472,4,Male,3,3,sales executive,3,divorced,1,no,18,"3,0",3,part time,1,9.0,2,2,8,1,1,100071.84,,yes,-= de 10 años
26,no,travel_rarely,research & development,1.0,3,medical,473,3,Male,3,1,laboratory technician,1,single,0,no,13,"3,0",4,part time,0,8.0,6,3,7,7,6,28111.13,laboratory technician  -  research & development,yes,-= de 10 años
27,no,travel_rarely,,9.0,3,,474,4,Male,3,2,sales executive,4,married,1,no,14,"3,0",1,part time,0,11.318933823529411,5,3,7,0,7,53914.11,,no,-= de 10 años
31,yes,travel_frequently,sales,26.0,4,marketing,475,1,Male,3,2,sales executive,4,married,1,yes,11,"3,0",3,part time,0,10.0,4,3,10,0,8,53914.11,sales executive  -  sales,yes,-= de 10 años
33,no,travel_frequently,,7.0,2,life sciences,476,4,Male,3,2,healthcare representative,3,divorced,1,no,20,"3,0",3,part time,3,9.0,2,3,9,2,8,65245.87531343283,,yes,-= de 10 años
31,no,travel_rarely,,10.0,3,,477,3,Female,3,3,research director,3,married,4,no,20,"4,0",3,part time,1,13.0,2,4,11,4,8,100071.84,,yes,+ de 10 años
35,no,travel_rarely,,9.0,4,medical,478,2,Male,3,2,research scientist,3,married,1,no,19,"3,0",2,part time,0,10.0,5,3,10,0,8,50980.0,,yes,-= de 10 años
33,no,travel_rarely,,15.0,2,,479,2,Female,3,2,healthcare representative,4,married,0,yes,13,"3,0",1,part time,1,11.318933823529411,6,3,9,8,1,53914.11,,yes,-= de 10 años
39,no,travel_rarely,,24.0,1,life sciences,480,1,Male,3,2,research scientist,4,single,7,no,13,"3,0",1,part time,0,11.318933823529411,2,3,7,1,7,65245.87531343283,,no,-= de 10 años
36,no,travel_rarely,,8.89240506329114,3,,481,4,Female,2,3,sales executive,4,married,0,no,19,"3,0",3,part time,2,10.0,2,3,9,3,4,100071.84,,yes,-= de 10 años
41,no,travel_rarely,,28.0,4,life sciences,482,1,Female,2,4,manufacturing director,2,married,0,no,23,"3,0",3,full time,1,21.0,3,3,20,0,10,135700.0,,yes,+ de 10 años
34,no,travel_rarely,sales,28.0,3,marketing,483,4,Female,2,2,sales executive,3,married,1,no,21,"4,0",4,full time,2,8.0,2,3,8,1,7,67120.0,sales executive  -  sales,no,-= de 10 años
38,no,travel_rarely,,10.0,2,,484,1,Female,3,2,sales executive,4,married,1,no,11,"3,0",3,part time,1,10.0,1,3,10,1,9,65245.87531343283,,yes,-= de 10 años
39,no,travel_rarely,,6.0,1,,485,4,Male,2,3,healthcare representative,1,married,4,no,15,"3,0",1,part time,1,11.318933823529411,5,3,7,1,7,99910.0,,yes,-= de 10 años
